"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-21",,,"0.00",,,,"66","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-22",,,"0.00",,,,"67","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-23",,,"0.00",,,,"68","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-24",,,"0.00",,,,"67","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-25",,,"0.00",,,,"71","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-26",,,"0.00",,,,"68","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-27",,,"0.02",,,,"64","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-28",,,"0.00",,,,"66","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-29",,,"0.00",,,,"62","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-11-30",,,"0.00",,,,"66","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-01",,,"0.00",,,,"65","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-02",,,"0.00",,,,"66","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-03",,,"0.00",,,,"67","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-04",,,"0.00",,,,"65","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-05",,,"0.00",,,,"64","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-06",,,"0.03",,,,"60","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-07",,,"0.03",,,,"62","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-08",,,"0.00",,,,"66","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-09",,,"0.00",,,,"67","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-10",,,"0.00",,,,"65","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-11",,,"0.00",,,,"66","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-12",,,"0.00",,,,"61","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-13",,,"0.00",,,,"63","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-14",,,"0.00",,,,"54","42",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-15",,,"0.00",,,,"56","42",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-16",,,"0.00",,,,"54","42",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-17",,,"0.10",,,,"57","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-18",,,"0.09",,,,"61","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-19",,,"0.00",,,,"60","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-20",,,"0.00",,,,"60","42",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-21",,,"0.00",,,,"58","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-22",,,"0.00",,,,"58","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-23",,,"0.00",,,,"65","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-24",,,"0.00",,,,"64","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-25",,,"0.00",,,,"58","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-26",,,"0.00",,,,"60","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-27",,,"0.73",,,,"60","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-28",,,"1.18",,,,"56","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-29",,,"0.16",,,,"54","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-30",,,"0.00",,,,"57","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1991-12-31",,,"0.00",,,,"62","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-01",,,"0.00",,,,"62","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-02",,,"0.00",,,,"60","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-03",,,"0.00",,,,"62","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-04",,,"0.76",,,,"59","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-05",,,"0.29",,,,"58","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-06",,,"0.30",,,,"56","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-07",,,"0.40",,,,"52","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-08",,,"0.00",,,,"60","42",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-09",,,"0.00",,,,"60","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-10",,,"0.00",,,,"61","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-11",,,"0.00",,,,"62","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-12",,,"0.00",,,,"62","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-13",,,"0.00",,,,"56","42",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-14",,,"0.00",,,,"64","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-15",,,"0.00",,,,"60","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-16",,,"0.00",,,,"52","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-17",,,"0.04",,,,"60","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-18",,,"0.00",,,,"65","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-19",,,"0.00",,,,"55","43",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-20",,,"0.00",,,,"54","41",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-21",,,"0.00",,,,"55","40",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-22",,,"0.00",,,,"48","38",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-23",,,"0.00",,,,"48","38",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-24",,,"0.00",,,,"51","38",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-25",,,"0.00",,,,"58","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-26",,,"0.00",,,,"65","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-27",,,"0.00",,,,"56","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-28",,,"0.16",,,,"65","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-29",,,"0.00",,,,"65","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-30",,,"0.00",,,,"59","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-01-31",,,"0.14",,,,"66","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-01",,,"0.34",,,,"62","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-02",,,"0.00",,,,"65","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-03",,,"0.00",,,,"71","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-04",,,"0.00",,,,"68","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-05",,,"0.00",,,,"67","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-06",,,"0.12",,,,"56","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-07",,,"0.02",,,,"61","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-08",,,"0.00",,,,"62","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-09",,,"0.21",,,,"60","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-10",,,"0.70",,,,"61","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-11",,,"1.23",,,,"68","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-12",,,"0.44",,,,"63","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-13",,,"0.28",,,,"62","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-14",,,"1.30",,,,"58","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-15",,,"0.33",,,,"58","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-16",,,"0.12",,,,"60","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-17",,,"0.02",,,,"60","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-18",,,"0.29",,,,"60","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-19",,,"0.60",,,,"61","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-20",,,"0.05",,,,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-21",,,"0.14",,,,"60","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-22",,,"0.01",,,,"68","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-23",,,"0.00",,,,"74","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-24",,,"0.00",,,,"78","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-25",,,"0.00",,,,"80","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-26",,,"0.00",,,,"78","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-27",,,"0.00",,,,"78","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-28",,,"0.00",,,,"76","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-02-29",,,"0.14",,,,"71","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-01",,,"0.16",,,,"67","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-02",,,"0.04",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-03",,,"0.00",,,,"63","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-04",,,"0.02",,,,"65","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-05",,,"2.50",,,,"61","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-06",,,"0.29",,,,"62","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-07",,,"0.00",,,,"63","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-08",,,"0.00",,,,"65","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-09",,,"0.00",,,,"65","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-10",,,"0.00",,,,"69","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-11",,,"0.00",,,,"66","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-12",,,"0.00",,,,"73","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-13",,,"0.00",,,,"65","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-14",,,"0.40",,,,"60","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-15",,,"0.17",,,,"62","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-16",,,"0.08",,,,"62","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-17",,,"0.00",,,,"68","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-18",,,"0.00",,,,"71","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-19",,,"0.00",,,,"69","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-20",,,"0.02",,,,"69","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-21",,,"0.00",,,,"67","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-22",,,"0.62",,,,"64","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-23",,,"0.01",,,,"68","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-24",,,"0.00",,,,"70","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-25",,,"0.00",,,,"71","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-26",,,"0.00",,,,"72","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-27",,,"0.00",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-28",,,"0.00",,,,"63","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-29",,,"0.00",,,,"62","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-30",,,"0.10",,,,"59","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-03-31",,,"0.00",,,,"69","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-01",,,"0.00","0.0","0.0",,"76","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-02",,,"0.00","0.0","0.0",,"66","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-03",,,"0.00","0.0","0.0",,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-04",,,"0.00","0.0","0.0",,"64","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-05",,,"0.00","0.0","0.0",,"66","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-06",,,"0.00","0.0","0.0",,"69","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-07",,,"0.00","0.0","0.0",,"74","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-08",,,"0.00","0.0","0.0",,"67","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-09",,,"0.00","0.0","0.0",,"66","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-10",,,"0.00","0.0","0.0",,"72","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-11",,,"0.14","0.0","0.0",,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-12",,,"0.19","0.0","0.0",,"62","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-13",,,"0.00","0.0","0.0",,"69","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-14",,,"0.00","0.0","0.0",,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-15",,,"0.01","0.0","0.0",,"66","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-16",,,"0.00","0.0","0.0",,"70","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-17",,,"0.04","0.0","0.0",,"69","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-18",,,"0.00","0.0","0.0",,"79","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-19",,,"0.00","0.0","0.0",,"83","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-20",,,"0.00","0.0","0.0",,"71","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-21",,,"0.00","0.0","0.0",,"65","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-22",,,"0.00","0.0","0.0",,"64","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-23",,,"0.00","0.0","0.0",,"79","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-24",,,"0.00","0.0","0.0",,"82","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-25",,,"0.00","0.0","0.0",,"81","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-26",,,"0.00","0.0","0.0",,"73","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-27",,,"0.00","0.0","0.0",,"82","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-28",,,"0.00","0.0","0.0",,"81","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-29",,,"0.00","0.0","0.0",,"75","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-04-30",,,"0.00","0.0","0.0",,"69","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-01",,,"0.00",,,,"74","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-02",,,"0.00",,,,"86","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-03",,,"0.00",,,,"70","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-04",,,"0.00",,,,"69","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-05",,,"0.00",,,,"66","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-06",,,"0.00",,,,"67","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-07",,,"0.00",,,,"67","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-08",,,"0.00",,,,"68","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-09",,,"0.00",,,,"81","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-10",,,"0.00",,,,"78","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-11",,,"0.00",,,,"73","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-12",,,"0.00",,,,"64","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-13",,,"0.00",,,,"66","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-14",,,"0.00",,,,"64","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-15",,,"0.00",,,,"64","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-16",,,"0.00",,,,"68","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-17",,,"0.00",,,,"71","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-18",,,"0.00",,,,"69","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-19",,,"0.00",,,,"70","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-20",,,"0.00",,,,"72","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-21",,,"0.00",,,,"77","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-22",,,"0.00",,,,"75","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-23",,,"0.00",,,,"69","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-24",,,"0.00",,,,"66","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-25",,,"0.00",,,,"72","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-26",,,"0.00",,,,"72","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-27",,,"0.00",,,,"73","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-28",,,"0.00",,,,"68","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-29",,,"0.00",,,,"72","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-30",,,"0.00",,,,"65","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-05-31",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-01",,,"0.00",,,,"68","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-02",,,"0.00",,,,"67","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-03",,,"0.00",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-04",,,"0.00",,,,"74","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-05",,,"0.00",,,,"69","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-06",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-07",,,"0.00",,,,"64","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-08",,,"0.00",,,,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-09",,,"0.00",,,,"70","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-10",,,"0.00",,,,"68","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-11",,,"0.00",,,,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-12",,,"0.00",,,,"68","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-13",,,"0.00",,,,"69","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-14",,,"0.00",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-15",,,"0.00",,,,"69","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-16",,,"0.00",,,,"72","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-17",,,"0.00",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-18",,,"0.00",,,,"62","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-19",,,"0.00",,,,"68","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-20",,,"0.00",,,,"69","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-21",,,"0.00",,,,"73","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-22",,,"0.00",,,,"70","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-23",,,"0.00",,,,"69","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-24",,,"0.01",,,,"73","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-25",,,"0.00",,,,"74","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-26",,,"0.00",,,,"74","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-27",,,"0.00",,,,"73","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-28",,,"0.00",,,,"73","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-29",,,"0.38",,,,"70","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-06-30",,,"0.00",,,,"71","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-01",,,"0.00",,,,"70","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-02",,,"0.00",,,,"70","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-03",,,"0.00",,,,"69","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-04",,,"0.00",,,,"73","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-05",,,"0.00",,,,"72","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-06",,,"0.00",,,,"70","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-07",,,"0.00",,,,"79","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-08",,,"0.00",,,,"84","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-09",,,"0.00",,,,"86","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-10",,,"0.00",,,,"77","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-11",,,"0.00",,,,"71","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-12",,,"0.00",,,,"76","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-13",,,"0.00",,,,"76","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-14",,,"0.00",,,,"73","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-15",,,"0.00",,,,"69","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-16",,,"0.00",,,,"68","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-17",,,"0.00",,,,"71","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-18",,,"0.00",,,,"73","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-19",,,"0.00",,,,"72","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-20",,,"0.00",,,,"72","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-21",,,"0.00",,,,"70","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-22",,,"0.00",,,,"73","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-23",,,"0.00",,,,"74","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-24",,,"0.00",,,,"75","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-25",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-26",,,"0.00",,,,"69","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-27",,,"0.00",,,,"72","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-28",,,"0.00",,,,"69","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-29",,,"0.00",,,,"67","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-30",,,"0.00",,,,"67","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-07-31",,,"0.00",,,,"68","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-08-01",,,"0.00",,,,"72","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-08-02",,,"0.00",,,,"69","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-08-03",,,"0.00",,,,"65","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-08-04",,,"0.00",,,,"71","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1992-08-05",,,"0.00",,,,"68","55",
